Id,class1,class2
5118,chordophone,chrd_composite
5119,aerophone,aero_single-reed
5120,chordophone,chrd_composite
5121,aerophone,aero_single-reed
5122,aerophone,aero_single-reed
5123,aerophone,aero_double-reed
5124,aerophone,aero_lip-vibrated
5125,aerophone,aero_single-reed
5126,aerophone,aero_lip-vibrated
5127,aerophone,aero_single-reed
5128,aerophone,aero_side
5129,aerophone,aero_lip-vibrated
5130,chordophone,chrd_composite
5131,aerophone,aero_free-reed
5132,chordophone,chrd_simple
5133,chordophone,chrd_composite
5134,chordophone,chrd_simple
5135,aerophone,aero_lip-vibrated
5136,aerophone,aero_single-reed
5137,aerophone,aero_lip-vibrated
5138,aerophone,aero_lip-vibrated
5139,aerophone,aero_side
5140,aerophone,aero_lip-vibrated
5141,chordophone,chrd_composite
5142,chordophone,chrd_composite
5143,aerophone,aero_free-reed
5144,aerophone,aero_lip-vibrated
5145,aerophone,aero_side
5146,aerophone,aero_double-reed
5147,aerophone,aero_lip-vibrated
5148,chordophone,chrd_composite
5149,aerophone,aero_lip-vibrated
5150,chordophone,chrd_simple
5151,chordophone,chrd_composite
5152,aerophone,aero_single-reed
5153,aerophone,aero_lip-vibrated
5154,aerophone,aero_single-reed
5155,aerophone,aero_double-reed
5156,aerophone,aero_single-reed
5157,chordophone,chrd_composite
5158,aerophone,aero_single-reed
5159,aerophone,aero_single-reed
5160,chordophone,chrd_simple
5161,aerophone,aero_lip-vibrated
5162,aerophone,aero_single-reed
5163,aerophone,aero_lip-vibrated
5164,chordophone,chrd_composite
5165,aerophone,aero_lip-vibrated
5166,aerophone,aero_single-reed
5167,chordophone,chrd_simple
5168,chordophone,chrd_composite
5169,chordophone,chrd_composite
5170,chordophone,chrd_composite
5171,aerophone,aero_double-reed
5172,aerophone,aero_lip-vibrated
5173,chordophone,chrd_composite
5174,aerophone,aero_single-reed
5175,aerophone,aero_side
5176,chordophone,chrd_composite
5177,aerophone,aero_single-reed
5178,chordophone,chrd_simple
5179,aerophone,aero_lip-vibrated
5180,chordophone,chrd_simple
5181,aerophone,aero_single-reed
5182,chordophone,chrd_composite
5183,aerophone,aero_lip-vibrated
5184,aerophone,aero_single-reed
5185,aerophone,aero_single-reed
5186,aerophone,aero_lip-vibrated
5187,aerophone,aero_side
5188,aerophone,aero_side
5189,chordophone,chrd_composite
5190,aerophone,aero_side
5191,chordophone,chrd_composite
5192,aerophone,aero_lip-vibrated
5193,chordophone,chrd_composite
5194,chordophone,chrd_composite
5195,aerophone,aero_side
5196,aerophone,aero_lip-vibrated
5197,aerophone,aero_side
5198,aerophone,aero_double-reed
5199,aerophone,aero_side
5200,aerophone,aero_single-reed
5201,aerophone,aero_lip-vibrated
5202,aerophone,aero_lip-vibrated
5203,aerophone,aero_double-reed
5204,aerophone,aero_lip-vibrated
5205,chordophone,chrd_simple
5206,aerophone,aero_side
5207,chordophone,chrd_composite
5208,aerophone,aero_lip-vibrated
5209,aerophone,aero_lip-vibrated
5210,aerophone,aero_lip-vibrated
5211,chordophone,chrd_simple
5212,chordophone,chrd_composite
5213,aerophone,aero_double-reed
5214,aerophone,aero_double-reed
5215,aerophone,aero_lip-vibrated
5216,aerophone,aero_single-reed
5217,chordophone,chrd_composite
5218,aerophone,aero_lip-vibrated
5219,aerophone,aero_single-reed
5220,chordophone,chrd_composite
5221,chordophone,chrd_composite
5222,aerophone,aero_lip-vibrated
5223,aerophone,aero_lip-vibrated
5224,aerophone,aero_side
5225,aerophone,aero_lip-vibrated
5226,aerophone,aero_side
5227,chordophone,chrd_composite
5228,aerophone,aero_side
5229,aerophone,aero_lip-vibrated
5230,aerophone,aero_lip-vibrated
5231,aerophone,aero_single-reed
5232,aerophone,aero_lip-vibrated
5233,aerophone,aero_single-reed
5234,chordophone,chrd_composite
5235,aerophone,aero_lip-vibrated
5236,aerophone,aero_side
5237,aerophone,aero_single-reed
5238,chordophone,chrd_composite
5239,aerophone,aero_side
5240,aerophone,aero_single-reed
5241,aerophone,aero_free-reed
5242,chordophone,chrd_composite
5243,aerophone,aero_double-reed
5244,chordophone,chrd_composite
5245,aerophone,aero_lip-vibrated
5246,chordophone,chrd_composite
5247,aerophone,aero_double-reed
5248,chordophone,chrd_composite
5249,aerophone,aero_lip-vibrated
5250,aerophone,aero_side
5251,aerophone,aero_single-reed
5252,chordophone,chrd_simple
5253,aerophone,aero_lip-vibrated
5254,chordophone,chrd_simple
5255,chordophone,chrd_simple
5256,chordophone,chrd_simple
5257,chordophone,chrd_composite
5258,aerophone,aero_side
5259,aerophone,aero_single-reed
5260,aerophone,aero_single-reed
5261,aerophone,aero_free-reed
5262,aerophone,aero_single-reed
5263,aerophone,aero_single-reed
5264,chordophone,chrd_composite
5265,chordophone,chrd_composite
5266,chordophone,chrd_simple
5267,aerophone,aero_lip-vibrated
5268,chordophone,chrd_composite
5269,aerophone,aero_side
5270,aerophone,aero_lip-vibrated
5271,chordophone,chrd_composite
5272,aerophone,aero_side
5273,chordophone,chrd_composite
5274,aerophone,aero_lip-vibrated
5275,chordophone,chrd_composite
5276,aerophone,aero_double-reed
5277,aerophone,aero_lip-vibrated
5278,aerophone,aero_side
5279,chordophone,chrd_composite
5280,aerophone,aero_side
5281,aerophone,aero_side
5282,aerophone,aero_side
5283,aerophone,aero_double-reed
5284,aerophone,aero_single-reed
5285,aerophone,aero_lip-vibrated
5286,aerophone,aero_side
5287,aerophone,aero_single-reed
5288,aerophone,aero_single-reed
5289,aerophone,aero_single-reed
5290,chordophone,chrd_simple
5291,aerophone,aero_single-reed
5292,aerophone,aero_lip-vibrated
5293,aerophone,aero_single-reed
5294,aerophone,aero_lip-vibrated
5295,chordophone,chrd_composite
5296,chordophone,chrd_simple
5297,chordophone,chrd_composite
5298,chordophone,chrd_composite
5299,aerophone,aero_single-reed
5300,aerophone,aero_side
5301,aerophone,aero_lip-vibrated
5302,chordophone,chrd_composite
5303,chordophone,chrd_composite
5304,aerophone,aero_lip-vibrated
5305,aerophone,aero_single-reed
5306,aerophone,aero_single-reed
5307,aerophone,aero_single-reed
5308,aerophone,aero_double-reed
5309,chordophone,chrd_composite
5310,aerophone,aero_single-reed
5311,aerophone,aero_lip-vibrated
5312,aerophone,aero_single-reed
5313,aerophone,aero_side
5314,aerophone,aero_single-reed
5315,aerophone,aero_single-reed
5316,aerophone,aero_single-reed
5317,aerophone,aero_lip-vibrated
5318,aerophone,aero_double-reed
5319,aerophone,aero_double-reed
5320,aerophone,aero_double-reed
5321,aerophone,aero_lip-vibrated
5322,aerophone,aero_lip-vibrated
5323,aerophone,aero_single-reed
5324,aerophone,aero_side
5325,aerophone,aero_free-reed
5326,aerophone,aero_single-reed
5327,aerophone,aero_double-reed
5328,aerophone,aero_lip-vibrated
5329,chordophone,chrd_composite
5330,aerophone,aero_lip-vibrated
5331,aerophone,aero_lip-vibrated
5332,aerophone,aero_lip-vibrated
5333,aerophone,aero_lip-vibrated
5334,chordophone,chrd_composite
5335,aerophone,aero_side
5336,chordophone,chrd_composite
5337,aerophone,aero_lip-vibrated
5338,aerophone,aero_lip-vibrated
5339,aerophone,aero_single-reed
5340,aerophone,aero_lip-vibrated
5341,aerophone,aero_lip-vibrated
5342,aerophone,aero_lip-vibrated
5343,aerophone,aero_lip-vibrated
5344,aerophone,aero_lip-vibrated
5345,chordophone,chrd_simple
5346,aerophone,aero_lip-vibrated
5347,chordophone,chrd_composite
5348,aerophone,aero_double-reed
5349,aerophone,aero_double-reed
5350,aerophone,aero_lip-vibrated
5351,chordophone,chrd_composite
5352,chordophone,chrd_composite
5353,aerophone,aero_lip-vibrated
5354,aerophone,aero_side
5355,aerophone,aero_single-reed
5356,chordophone,chrd_composite
5357,aerophone,aero_double-reed
5358,aerophone,aero_lip-vibrated
5359,aerophone,aero_single-reed
5360,chordophone,chrd_composite
5361,aerophone,aero_double-reed
5362,aerophone,aero_single-reed
5363,aerophone,aero_double-reed
5364,aerophone,aero_single-reed
5365,chordophone,chrd_composite
5366,aerophone,aero_single-reed
5367,aerophone,aero_single-reed
5368,chordophone,chrd_composite
5369,chordophone,chrd_composite
5370,chordophone,chrd_composite
5371,aerophone,aero_lip-vibrated
5372,aerophone,aero_side
5373,aerophone,aero_lip-vibrated
5374,chordophone,chrd_simple
5375,chordophone,chrd_composite
5376,aerophone,aero_single-reed
5377,aerophone,aero_double-reed
5378,aerophone,aero_lip-vibrated
5379,aerophone,aero_single-reed
5380,aerophone,aero_single-reed
5381,chordophone,chrd_composite
5382,aerophone,aero_lip-vibrated
5383,aerophone,aero_side
5384,aerophone,aero_lip-vibrated
5385,chordophone,chrd_simple
5386,aerophone,aero_free-reed
5387,chordophone,chrd_composite
5388,aerophone,aero_single-reed
5389,aerophone,aero_lip-vibrated
5390,aerophone,aero_free-reed
5391,aerophone,aero_single-reed
5392,aerophone,aero_single-reed
5393,chordophone,chrd_composite
5394,aerophone,aero_side
5395,aerophone,aero_side
5396,aerophone,aero_lip-vibrated
5397,aerophone,aero_lip-vibrated
5398,aerophone,aero_lip-vibrated
5399,aerophone,aero_lip-vibrated
5400,chordophone,chrd_simple
5401,chordophone,chrd_composite
5402,aerophone,aero_single-reed
5403,aerophone,aero_lip-vibrated
5404,aerophone,aero_single-reed
5405,chordophone,chrd_composite
5406,aerophone,aero_double-reed
5407,aerophone,aero_side
5408,aerophone,aero_double-reed
5409,aerophone,aero_single-reed
5410,chordophone,chrd_simple
5411,aerophone,aero_side
5412,aerophone,aero_lip-vibrated
5413,chordophone,chrd_simple
5414,chordophone,chrd_simple
5415,aerophone,aero_lip-vibrated
5416,chordophone,chrd_composite
5417,aerophone,aero_lip-vibrated
5418,aerophone,aero_lip-vibrated
5419,chordophone,chrd_composite
5420,aerophone,aero_lip-vibrated
5421,aerophone,aero_lip-vibrated
5422,chordophone,chrd_composite
5423,aerophone,aero_single-reed
5424,aerophone,aero_side
5425,aerophone,aero_lip-vibrated
5426,aerophone,aero_lip-vibrated
5427,chordophone,chrd_simple
5428,aerophone,aero_lip-vibrated
5429,aerophone,aero_single-reed
5430,chordophone,chrd_composite
5431,chordophone,chrd_simple
5432,chordophone,chrd_composite
5433,aerophone,aero_side
5434,aerophone,aero_single-reed
5435,aerophone,aero_side
5436,aerophone,aero_lip-vibrated
5437,chordophone,chrd_composite
5438,aerophone,aero_lip-vibrated
5439,aerophone,aero_double-reed
5440,chordophone,chrd_composite
5441,aerophone,aero_double-reed
5442,aerophone,aero_side
5443,aerophone,aero_side
5444,aerophone,aero_lip-vibrated
5445,chordophone,chrd_composite
5446,aerophone,aero_side
5447,aerophone,aero_double-reed
5448,aerophone,aero_double-reed
5449,aerophone,aero_single-reed
5450,chordophone,chrd_simple
5451,aerophone,aero_lip-vibrated
5452,aerophone,aero_single-reed
5453,aerophone,aero_single-reed
5454,aerophone,aero_lip-vibrated
5455,chordophone,chrd_simple
5456,aerophone,aero_double-reed
5457,aerophone,aero_single-reed
5458,aerophone,aero_lip-vibrated
5459,aerophone,aero_side
5460,aerophone,aero_lip-vibrated
5461,aerophone,aero_single-reed
5462,aerophone,aero_lip-vibrated
5463,aerophone,aero_side
5464,aerophone,aero_double-reed
5465,aerophone,aero_single-reed
5466,aerophone,aero_single-reed
5467,aerophone,aero_single-reed
5468,aerophone,aero_side
5469,aerophone,aero_lip-vibrated
5470,aerophone,aero_side
5471,chordophone,chrd_simple
5472,aerophone,aero_side
5473,aerophone,aero_lip-vibrated
5474,aerophone,aero_lip-vibrated
5475,aerophone,aero_free-reed
5476,aerophone,aero_lip-vibrated
5477,chordophone,chrd_composite
5478,aerophone,aero_lip-vibrated
5479,aerophone,aero_lip-vibrated
5480,aerophone,aero_lip-vibrated
5481,aerophone,aero_single-reed
5482,aerophone,aero_double-reed
5483,aerophone,aero_double-reed
5484,chordophone,chrd_composite
5485,chordophone,chrd_simple
5486,aerophone,aero_lip-vibrated
5487,chordophone,chrd_composite
5488,chordophone,chrd_composite
5489,aerophone,aero_single-reed
5490,chordophone,chrd_composite
5491,aerophone,aero_single-reed
5492,chordophone,chrd_composite
5493,aerophone,aero_side
5494,aerophone,aero_side
5495,aerophone,aero_lip-vibrated
5496,aerophone,aero_lip-vibrated
5497,aerophone,aero_double-reed
5498,aerophone,aero_lip-vibrated
5499,aerophone,aero_side
5500,chordophone,chrd_simple
5501,chordophone,chrd_simple
5502,aerophone,aero_single-reed
5503,aerophone,aero_double-reed
5504,aerophone,aero_double-reed
5505,aerophone,aero_lip-vibrated
5506,aerophone,aero_double-reed
5507,aerophone,aero_side
5508,aerophone,aero_double-reed
5509,aerophone,aero_single-reed
5510,chordophone,chrd_composite
5511,aerophone,aero_side
5512,chordophone,chrd_simple
5513,chordophone,chrd_composite
5514,chordophone,chrd_composite
5515,aerophone,aero_single-reed
5516,chordophone,chrd_composite
5517,aerophone,aero_lip-vibrated
5518,aerophone,aero_side
5519,aerophone,aero_double-reed
5520,aerophone,aero_single-reed
5521,aerophone,aero_double-reed
5522,chordophone,chrd_composite
5523,aerophone,aero_lip-vibrated
5524,aerophone,aero_lip-vibrated
5525,aerophone,aero_lip-vibrated
5526,aerophone,aero_free-reed
5527,aerophone,aero_side
5528,aerophone,aero_side
5529,chordophone,chrd_simple
5530,aerophone,aero_double-reed
5531,aerophone,aero_free-reed
5532,aerophone,aero_single-reed
5533,chordophone,chrd_simple
5534,aerophone,aero_single-reed
5535,aerophone,aero_side
5536,aerophone,aero_double-reed
5537,chordophone,chrd_composite
5538,chordophone,chrd_composite
5539,aerophone,aero_single-reed
5540,aerophone,aero_lip-vibrated
5541,aerophone,aero_side
5542,aerophone,aero_side
5543,chordophone,chrd_composite
5544,aerophone,aero_lip-vibrated
5545,chordophone,chrd_composite
5546,aerophone,aero_lip-vibrated
5547,aerophone,aero_lip-vibrated
5548,chordophone,chrd_composite
5549,aerophone,aero_side
5550,chordophone,chrd_composite
5551,chordophone,chrd_composite
5552,aerophone,aero_double-reed
5553,aerophone,aero_lip-vibrated
5554,aerophone,aero_lip-vibrated
5555,aerophone,aero_single-reed
5556,aerophone,aero_double-reed
5557,aerophone,aero_free-reed
5558,aerophone,aero_lip-vibrated
5559,chordophone,chrd_composite
5560,aerophone,aero_single-reed
5561,chordophone,chrd_composite
5562,aerophone,aero_double-reed
5563,aerophone,aero_side
5564,aerophone,aero_single-reed
5565,aerophone,aero_side
5566,aerophone,aero_double-reed
5567,aerophone,aero_side
5568,chordophone,chrd_simple
5569,aerophone,aero_side
5570,aerophone,aero_side
5571,aerophone,aero_single-reed
5572,aerophone,aero_single-reed
5573,aerophone,aero_side
5574,aerophone,aero_double-reed
5575,aerophone,aero_lip-vibrated
5576,aerophone,aero_single-reed
5577,aerophone,aero_single-reed
5578,aerophone,aero_lip-vibrated
5579,chordophone,chrd_composite
5580,aerophone,aero_lip-vibrated
5581,aerophone,aero_double-reed
5582,aerophone,aero_lip-vibrated
5583,aerophone,aero_side
5584,aerophone,aero_single-reed
5585,aerophone,aero_lip-vibrated
5586,aerophone,aero_double-reed
5587,aerophone,aero_side
5588,chordophone,chrd_composite
5589,aerophone,aero_lip-vibrated
5590,aerophone,aero_lip-vibrated
5591,aerophone,aero_lip-vibrated
5592,aerophone,aero_side
5593,aerophone,aero_lip-vibrated
5594,aerophone,aero_lip-vibrated
5595,aerophone,aero_single-reed
5596,aerophone,aero_double-reed
5597,chordophone,chrd_composite
5598,chordophone,chrd_composite
5599,aerophone,aero_double-reed
5600,aerophone,aero_lip-vibrated
5601,chordophone,chrd_composite
5602,aerophone,aero_lip-vibrated
5603,aerophone,aero_lip-vibrated
5604,aerophone,aero_lip-vibrated
5605,chordophone,chrd_composite
5606,aerophone,aero_double-reed
5607,aerophone,aero_double-reed
5608,aerophone,aero_lip-vibrated
5609,aerophone,aero_side
5610,aerophone,aero_lip-vibrated
5611,aerophone,aero_double-reed
5612,aerophone,aero_lip-vibrated
5613,aerophone,aero_side
5614,aerophone,aero_side
5615,chordophone,chrd_composite
5616,chordophone,chrd_composite
5617,chordophone,chrd_composite
5618,aerophone,aero_lip-vibrated
5619,aerophone,aero_double-reed
5620,aerophone,aero_lip-vibrated
5621,chordophone,chrd_composite
5622,aerophone,aero_side
5623,chordophone,chrd_composite
5624,aerophone,aero_double-reed
5625,aerophone,aero_single-reed
5626,chordophone,chrd_simple
5627,chordophone,chrd_composite
5628,aerophone,aero_double-reed
5629,aerophone,aero_double-reed
5630,aerophone,aero_single-reed
5631,aerophone,aero_double-reed
5632,aerophone,aero_side
5633,aerophone,aero_lip-vibrated
5634,chordophone,chrd_composite
5635,aerophone,aero_lip-vibrated
5636,aerophone,aero_double-reed
5637,chordophone,chrd_composite
5638,chordophone,chrd_composite
5639,aerophone,aero_single-reed
5640,aerophone,aero_lip-vibrated
5641,aerophone,aero_side
5642,chordophone,chrd_simple
5643,aerophone,aero_lip-vibrated
5644,aerophone,aero_single-reed
5645,aerophone,aero_lip-vibrated
5646,aerophone,aero_double-reed
5647,chordophone,chrd_composite
5648,aerophone,aero_double-reed
5649,aerophone,aero_double-reed
5650,aerophone,aero_side
5651,chordophone,chrd_composite
5652,chordophone,chrd_composite
5653,aerophone,aero_lip-vibrated
5654,aerophone,aero_lip-vibrated
5655,aerophone,aero_single-reed
5656,aerophone,aero_lip-vibrated
5657,aerophone,aero_single-reed
5658,chordophone,chrd_composite
5659,aerophone,aero_lip-vibrated
5660,aerophone,aero_double-reed
5661,aerophone,aero_side
5662,chordophone,chrd_composite
5663,chordophone,chrd_composite
5664,aerophone,aero_lip-vibrated
5665,chordophone,chrd_composite
5666,aerophone,aero_lip-vibrated
5667,aerophone,aero_lip-vibrated
5668,chordophone,chrd_composite
5669,aerophone,aero_lip-vibrated
5670,aerophone,aero_lip-vibrated
5671,aerophone,aero_free-reed
5672,chordophone,chrd_composite
5673,aerophone,aero_side
5674,aerophone,aero_lip-vibrated
5675,aerophone,aero_double-reed
5676,chordophone,chrd_composite
5677,aerophone,aero_single-reed
5678,aerophone,aero_side
5679,aerophone,aero_lip-vibrated
5680,aerophone,aero_single-reed
5681,aerophone,aero_single-reed
5682,aerophone,aero_side
5683,aerophone,aero_side
5684,chordophone,chrd_composite
5685,aerophone,aero_lip-vibrated
5686,aerophone,aero_lip-vibrated
5687,chordophone,chrd_composite
5688,aerophone,aero_single-reed
5689,chordophone,chrd_simple
5690,aerophone,aero_lip-vibrated
5691,aerophone,aero_single-reed
5692,chordophone,chrd_simple
5693,aerophone,aero_double-reed
5694,aerophone,aero_lip-vibrated
5695,chordophone,chrd_composite
5696,aerophone,aero_single-reed
5697,aerophone,aero_single-reed
5698,aerophone,aero_lip-vibrated
5699,aerophone,aero_single-reed
5700,chordophone,chrd_simple
5701,aerophone,aero_lip-vibrated
5702,chordophone,chrd_composite
5703,aerophone,aero_single-reed
5704,aerophone,aero_lip-vibrated
5705,aerophone,aero_lip-vibrated
5706,aerophone,aero_lip-vibrated
5707,aerophone,aero_single-reed
5708,chordophone,chrd_composite
5709,aerophone,aero_double-reed
5710,aerophone,aero_side
5711,chordophone,chrd_composite
5712,aerophone,aero_single-reed
5713,aerophone,aero_lip-vibrated
5714,aerophone,aero_side
5715,aerophone,aero_lip-vibrated
5716,aerophone,aero_double-reed
5717,aerophone,aero_free-reed
5718,chordophone,chrd_composite
5719,aerophone,aero_double-reed
5720,chordophone,chrd_simple
5721,aerophone,aero_double-reed
5722,aerophone,aero_side
5723,aerophone,aero_double-reed
5724,aerophone,aero_side
5725,chordophone,chrd_composite
5726,aerophone,aero_lip-vibrated
5727,aerophone,aero_lip-vibrated
5728,aerophone,aero_single-reed
5729,aerophone,aero_lip-vibrated
5730,chordophone,chrd_composite
5731,chordophone,chrd_composite
5732,chordophone,chrd_composite
5733,aerophone,aero_lip-vibrated
5734,aerophone,aero_side
5735,aerophone,aero_side
5736,aerophone,aero_double-reed
5737,aerophone,aero_single-reed
5738,aerophone,aero_lip-vibrated
5739,aerophone,aero_single-reed
5740,aerophone,aero_lip-vibrated
5741,aerophone,aero_lip-vibrated
5742,aerophone,aero_lip-vibrated
5743,aerophone,aero_lip-vibrated
5744,chordophone,chrd_composite
5745,aerophone,aero_lip-vibrated
5746,aerophone,aero_free-reed
5747,aerophone,aero_single-reed
5748,aerophone,aero_lip-vibrated
5749,chordophone,chrd_composite
5750,aerophone,aero_side
5751,chordophone,chrd_composite
5752,chordophone,chrd_composite
5753,chordophone,chrd_composite
5754,aerophone,aero_free-reed
5755,aerophone,aero_lip-vibrated
5756,chordophone,chrd_composite
5757,aerophone,aero_single-reed
5758,aerophone,aero_single-reed
5759,aerophone,aero_side
5760,aerophone,aero_single-reed
5761,aerophone,aero_single-reed
5762,aerophone,aero_side
5763,aerophone,aero_lip-vibrated
5764,aerophone,aero_lip-vibrated
5765,aerophone,aero_single-reed
5766,chordophone,chrd_composite
5767,aerophone,aero_double-reed
5768,chordophone,chrd_composite
5769,aerophone,aero_lip-vibrated
5770,aerophone,aero_lip-vibrated
5771,chordophone,chrd_composite
5772,aerophone,aero_lip-vibrated
5773,chordophone,chrd_composite
5774,aerophone,aero_single-reed
5775,aerophone,aero_lip-vibrated
5776,aerophone,aero_side
5777,chordophone,chrd_composite
5778,aerophone,aero_side
5779,chordophone,chrd_composite
5780,aerophone,aero_free-reed
5781,chordophone,chrd_composite
5782,aerophone,aero_single-reed
5783,aerophone,aero_double-reed
5784,aerophone,aero_double-reed
5785,aerophone,aero_lip-vibrated
5786,aerophone,aero_double-reed
5787,aerophone,aero_side
5788,aerophone,aero_single-reed
5789,aerophone,aero_side
5790,aerophone,aero_lip-vibrated
5791,chordophone,chrd_composite
5792,aerophone,aero_lip-vibrated
5793,chordophone,chrd_composite
5794,aerophone,aero_single-reed
5795,aerophone,aero_single-reed
5796,chordophone,chrd_simple
5797,aerophone,aero_lip-vibrated
5798,aerophone,aero_single-reed
5799,chordophone,chrd_simple
5800,chordophone,chrd_composite
5801,aerophone,aero_lip-vibrated
5802,aerophone,aero_side
5803,chordophone,chrd_composite
5804,aerophone,aero_lip-vibrated
5805,aerophone,aero_lip-vibrated
5806,aerophone,aero_single-reed
5807,aerophone,aero_lip-vibrated
5808,aerophone,aero_free-reed
5809,chordophone,chrd_composite
5810,aerophone,aero_lip-vibrated
5811,aerophone,aero_lip-vibrated
5812,aerophone,aero_side
5813,chordophone,chrd_simple
5814,aerophone,aero_single-reed
5815,aerophone,aero_double-reed
5816,chordophone,chrd_composite
5817,aerophone,aero_double-reed
5818,aerophone,aero_lip-vibrated
5819,aerophone,aero_lip-vibrated
5820,aerophone,aero_single-reed
5821,chordophone,chrd_simple
5822,aerophone,aero_side
5823,aerophone,aero_double-reed
5824,aerophone,aero_free-reed
5825,aerophone,aero_lip-vibrated
5826,aerophone,aero_lip-vibrated
5827,aerophone,aero_lip-vibrated
5828,aerophone,aero_single-reed
5829,aerophone,aero_single-reed
5830,chordophone,chrd_simple
5831,aerophone,aero_side
5832,aerophone,aero_lip-vibrated
5833,aerophone,aero_side
5834,chordophone,chrd_composite
5835,chordophone,chrd_simple
5836,aerophone,aero_single-reed
5837,aerophone,aero_free-reed
5838,aerophone,aero_lip-vibrated
5839,aerophone,aero_side
5840,aerophone,aero_free-reed
5841,chordophone,chrd_composite
5842,aerophone,aero_lip-vibrated
5843,aerophone,aero_lip-vibrated
5844,chordophone,chrd_composite
5845,aerophone,aero_lip-vibrated
5846,aerophone,aero_lip-vibrated
5847,chordophone,chrd_simple
5848,aerophone,aero_side
5849,aerophone,aero_lip-vibrated
5850,chordophone,chrd_composite
5851,aerophone,aero_double-reed
5852,aerophone,aero_lip-vibrated
5853,aerophone,aero_lip-vibrated
5854,aerophone,aero_double-reed
5855,aerophone,aero_double-reed
5856,aerophone,aero_side
5857,chordophone,chrd_simple
5858,chordophone,chrd_composite
5859,aerophone,aero_lip-vibrated
5860,chordophone,chrd_composite
5861,chordophone,chrd_simple
5862,aerophone,aero_double-reed
5863,aerophone,aero_single-reed
5864,chordophone,chrd_composite
5865,chordophone,chrd_composite
5866,aerophone,aero_lip-vibrated
5867,aerophone,aero_double-reed
5868,chordophone,chrd_composite
5869,chordophone,chrd_composite
5870,aerophone,aero_double-reed
5871,aerophone,aero_lip-vibrated
5872,aerophone,aero_lip-vibrated
5873,aerophone,aero_single-reed
5874,aerophone,aero_lip-vibrated
5875,chordophone,chrd_composite
5876,aerophone,aero_lip-vibrated
5877,aerophone,aero_single-reed
5878,chordophone,chrd_composite
5879,aerophone,aero_lip-vibrated
5880,aerophone,aero_side
5881,aerophone,aero_single-reed
5882,aerophone,aero_double-reed
5883,chordophone,chrd_composite
5884,aerophone,aero_single-reed
5885,chordophone,chrd_composite
5886,chordophone,chrd_composite
5887,chordophone,chrd_composite
5888,aerophone,aero_lip-vibrated
5889,aerophone,aero_double-reed
5890,aerophone,aero_single-reed
5891,aerophone,aero_single-reed
5892,aerophone,aero_lip-vibrated
5893,aerophone,aero_lip-vibrated
5894,aerophone,aero_single-reed
5895,aerophone,aero_lip-vibrated
5896,chordophone,chrd_simple
5897,aerophone,aero_side
5898,aerophone,aero_single-reed
5899,aerophone,aero_double-reed
5900,chordophone,chrd_composite
5901,aerophone,aero_side
5902,aerophone,aero_side
5903,aerophone,aero_single-reed
5904,aerophone,aero_double-reed
5905,aerophone,aero_lip-vibrated
5906,chordophone,chrd_composite
5907,chordophone,chrd_composite
5908,aerophone,aero_side
5909,aerophone,aero_side
5910,aerophone,aero_side
5911,aerophone,aero_single-reed
5912,aerophone,aero_lip-vibrated
5913,aerophone,aero_lip-vibrated
5914,aerophone,aero_lip-vibrated
5915,chordophone,chrd_composite
5916,chordophone,chrd_composite
5917,aerophone,aero_single-reed
5918,aerophone,aero_lip-vibrated
5919,chordophone,chrd_composite
5920,aerophone,aero_double-reed
5921,aerophone,aero_side
5922,aerophone,aero_lip-vibrated
5923,aerophone,aero_double-reed
5924,aerophone,aero_single-reed
5925,aerophone,aero_lip-vibrated
5926,aerophone,aero_side
5927,aerophone,aero_lip-vibrated
5928,aerophone,aero_side
5929,chordophone,chrd_composite
5930,aerophone,aero_single-reed
5931,aerophone,aero_lip-vibrated
5932,chordophone,chrd_composite
5933,chordophone,chrd_composite
5934,aerophone,aero_lip-vibrated
5935,aerophone,aero_side
5936,aerophone,aero_lip-vibrated
5937,aerophone,aero_side
5938,chordophone,chrd_composite
5939,aerophone,aero_side
5940,aerophone,aero_lip-vibrated
5941,aerophone,aero_lip-vibrated
5942,aerophone,aero_lip-vibrated
5943,chordophone,chrd_composite
5944,chordophone,chrd_simple
5945,chordophone,chrd_composite
5946,chordophone,chrd_composite
5947,aerophone,aero_lip-vibrated
5948,aerophone,aero_lip-vibrated
5949,aerophone,aero_single-reed
5950,chordophone,chrd_composite
5951,chordophone,chrd_composite
5952,aerophone,aero_single-reed
5953,chordophone,chrd_composite
5954,chordophone,chrd_composite
5955,aerophone,aero_single-reed
5956,chordophone,chrd_composite
5957,aerophone,aero_side
5958,aerophone,aero_side
5959,aerophone,aero_side
5960,aerophone,aero_single-reed
5961,chordophone,chrd_composite
5962,aerophone,aero_double-reed
5963,aerophone,aero_double-reed
5964,chordophone,chrd_composite
5965,chordophone,chrd_composite
5966,aerophone,aero_single-reed
5967,chordophone,chrd_composite
5968,aerophone,aero_lip-vibrated
5969,aerophone,aero_side
5970,chordophone,chrd_simple
5971,aerophone,aero_lip-vibrated
5972,aerophone,aero_single-reed
5973,aerophone,aero_lip-vibrated
5974,aerophone,aero_lip-vibrated
5975,chordophone,chrd_composite
5976,aerophone,aero_side
5977,aerophone,aero_single-reed
5978,aerophone,aero_double-reed
5979,aerophone,aero_side
5980,aerophone,aero_lip-vibrated
5981,aerophone,aero_single-reed
5982,aerophone,aero_lip-vibrated
5983,aerophone,aero_side
5984,aerophone,aero_side
